id,original_url,large_url,medium_url,small_url,width,height,photographer,photographer_url,alt,query
257961,https://images.pexels.com/photos/257961/pexels-photo-257961.jpeg,https://images.pexels.com/photos/257961/pexels-photo-257961.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/257961/pexels-photo-257961.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/257961/pexels-photo-257961.jpeg?auto=compress&cs=tinysrgb&h=130,4496,3372,"Pixabay",https://www.pexels.com/@pixabay,"Collection of ski gear on a wooden deck, showcasing vibrant colors and vintage style.","ski equipment gear"
7009832,https://images.pexels.com/photos/7009832/pexels-photo-7009832.jpeg,https://images.pexels.com/photos/7009832/pexels-photo-7009832.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/7009832/pexels-photo-7009832.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/7009832/pexels-photo-7009832.jpeg?auto=compress&cs=tinysrgb&h=130,4000,6000,"Tima Miroshnichenko",https://www.pexels.com/@tima-miroshnichenko,"Woman in winter clothing preparing for hiking with backpack and camera, standing indoors.","ski equipment gear"
6620628,https://images.pexels.com/photos/6620628/pexels-photo-6620628.jpeg,https://images.pexels.com/photos/6620628/pexels-photo-6620628.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/6620628/pexels-photo-6620628.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/6620628/pexels-photo-6620628.jpeg?auto=compress&cs=tinysrgb&h=130,4000,6000,"Mikhail Nilov",https://www.pexels.com/@mikhail-nilov,"Close-up of an archer handling bow and arrows in a snowy landscape.","ski equipment gear"
6620567,https://images.pexels.com/photos/6620567/pexels-photo-6620567.jpeg,https://images.pexels.com/photos/6620567/pexels-photo-6620567.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/6620567/pexels-photo-6620567.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/6620567/pexels-photo-6620567.jpeg?auto=compress&cs=tinysrgb&h=130,4000,6000,"Mikhail Nilov",https://www.pexels.com/@mikhail-nilov,"Two people practicing archery in a snowy forest setting, focused on their targets.","ski equipment gear"
7257851,https://images.pexels.com/photos/7257851/pexels-photo-7257851.jpeg,https://images.pexels.com/photos/7257851/pexels-photo-7257851.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/7257851/pexels-photo-7257851.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/7257851/pexels-photo-7257851.jpeg?auto=compress&cs=tinysrgb&h=130,3024,4032,"Anna Shvets",https://www.pexels.com/@shvetsa,"Close-up view of a snowboarder in bright gear holding a snowboard on snowy winter terrain.","ski equipment gear"
11109456,https://images.pexels.com/photos/11109456/pexels-photo-11109456.jpeg,https://images.pexels.com/photos/11109456/pexels-photo-11109456.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/11109456/pexels-photo-11109456.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/11109456/pexels-photo-11109456.jpeg?auto=compress&cs=tinysrgb&h=130,2699,4047,"Jan Kopřiva",https://www.pexels.com/@koprivakart,"Close-up of a snowboarder wearing vibrant goggles amid heavy snowfall.","ski equipment gear"
11346599,https://images.pexels.com/photos/11346599/pexels-photo-11346599.jpeg,https://images.pexels.com/photos/11346599/pexels-photo-11346599.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/11346599/pexels-photo-11346599.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/11346599/pexels-photo-11346599.jpeg?auto=compress&cs=tinysrgb&h=130,4000,6000,"Nikita  Grishin",https://www.pexels.com/@nikita-grishin-128711293,"Two snowboarders on a snowy mountain engaging in winter sports fun.","ski equipment gear"
15140090,https://images.pexels.com/photos/15140090/pexels-photo-15140090.jpeg,https://images.pexels.com/photos/15140090/pexels-photo-15140090.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/15140090/pexels-photo-15140090.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/15140090/pexels-photo-15140090.jpeg?auto=compress&cs=tinysrgb&h=130,3375,6000,"esrageziyor",https://www.pexels.com/@esrageziyor-45760220,"Skier adjusting gear in snowy mountains, showcasing winter sports leisure.","ski equipment gear"
11675345,https://images.pexels.com/photos/11675345/pexels-photo-11675345.jpeg,https://images.pexels.com/photos/11675345/pexels-photo-11675345.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/11675345/pexels-photo-11675345.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/11675345/pexels-photo-11675345.jpeg?auto=compress&cs=tinysrgb&h=130,5884,3922,"Leyla Helvaci",https://www.pexels.com/@leyla-helvaci-50263565,"Ski equipment and colorful gear beneath a leafless tree in a snowy winter landscape.","ski equipment gear"
7781465,https://images.pexels.com/photos/7781465/pexels-photo-7781465.jpeg,https://images.pexels.com/photos/7781465/pexels-photo-7781465.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940,https://images.pexels.com/photos/7781465/pexels-photo-7781465.jpeg?auto=compress&cs=tinysrgb&h=350,https://images.pexels.com/photos/7781465/pexels-photo-7781465.jpeg?auto=compress&cs=tinysrgb&h=130,3555,4444,"Shad Meeg",https://www.pexels.com/@shad-meeg-1134853,"Snowboarder posing with snowboard in a winter forest setting, showcasing outdoor adventure.","ski equipment gear"
