id,original_url,large_url,medium_url,small_url,width,height,photographer,photographer_url,alt,query
15744603,"https://images.pexels.com/photos/15744603/pexels-photo-15744603.jpeg","https://images.pexels.com/photos/15744603/pexels-photo-15744603.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","https://images.pexels.com/photos/15744603/pexels-photo-15744603.jpeg?auto=compress&cs=tinysrgb&h=350","https://images.pexels.com/photos/15744603/pexels-photo-15744603.jpeg?auto=compress&cs=tinysrgb&h=130",6016,4016,"karim desouki","https://www.pexels.com/@karim-desouki-468172584","Family having fun on a ski lift with snow-covered mountains in the background during a sunny winter day.","family skiing"
29920631,"https://images.pexels.com/photos/29920631/pexels-photo-29920631.jpeg","https://images.pexels.com/photos/29920631/pexels-photo-29920631.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","https://images.pexels.com/photos/29920631/pexels-photo-29920631.jpeg?auto=compress&cs=tinysrgb&h=350","https://images.pexels.com/photos/29920631/pexels-photo-29920631.jpeg?auto=compress&cs=tinysrgb&h=130",5472,3648,"Magda Ehlers","https://www.pexels.com/@magda-ehlers-pexels","Skiers enjoy a sunny day at an Italian ski resort, capturing the essence of winter sports.","family skiing"
68398,"https://images.pexels.com/photos/68398/pexels-photo-68398.jpeg","https://images.pexels.com/photos/68398/pexels-photo-68398.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","https://images.pexels.com/photos/68398/pexels-photo-68398.jpeg?auto=compress&cs=tinysrgb&h=350","https://images.pexels.com/photos/68398/pexels-photo-68398.jpeg?auto=compress&cs=tinysrgb&h=130",3084,1491,"Samuel Walker","https://www.pexels.com/@samuel-walker-15032","Picturesque snowy mountain landscape with skiers enjoying winter sport activities.","family skiing"
6667971,"https://images.pexels.com/photos/6667971/pexels-photo-6667971.jpeg","https://images.pexels.com/photos/6667971/pexels-photo-6667971.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","https://images.pexels.com/photos/6667971/pexels-photo-6667971.jpeg?auto=compress&cs=tinysrgb&h=350","https://images.pexels.com/photos/6667971/pexels-photo-6667971.jpeg?auto=compress&cs=tinysrgb&h=130",6016,4016,"Pavel Danilyuk","https://www.pexels.com/@pavel-danilyuk","Happy couple enjoying a fun sledding experience in a snowy forest setting.","family skiing"
6620634,"https://images.pexels.com/photos/6620634/pexels-photo-6620634.jpeg","https://images.pexels.com/photos/6620634/pexels-photo-6620634.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","https://images.pexels.com/photos/6620634/pexels-photo-6620634.jpeg?auto=compress&cs=tinysrgb&h=350","https://images.pexels.com/photos/6620634/pexels-photo-6620634.jpeg?auto=compress&cs=tinysrgb&h=130",6000,4000,"Mikhail Nilov","https://www.pexels.com/@mikhail-nilov","Two women practice archery in a snowy forest, showcasing concentration and skill.","family skiing"
20733775,"https://images.pexels.com/photos/20733775/pexels-photo-20733775.jpeg","https://images.pexels.com/photos/20733775/pexels-photo-20733775.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","https://images.pexels.com/photos/20733775/pexels-photo-20733775.jpeg?auto=compress&cs=tinysrgb&h=650&w=940","https://images.pexels.com/photos/20733775/pexels-photo-20733775.jpeg?auto=compress&cs=tinysrgb&h=350",6960,4640,"Tobi &Chris","https://www.pexels.com/@tobiandchris","Skiers enjoying a thrilling day on Sölden's snowy slopes in winter.","family skiing"
21235823,"https://images.pexels.com/photos/21235823/pexels-photo-21235823.jpeg","https://images.pexels.com/photos/21235823/pexels-photo-21235823.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","https://images.pexels.com/photos/21235823/pexels-photo-21235823.jpeg?auto=compress&cs=tinysrgb&h=650&w=940","https://images.pexels.com/photos/21235823/pexels-photo-21235823.jpeg?auto=compress&cs=tinysrgb&h=350",5725,3817,"Deimantas Viburys","https://www.pexels.com/@deimantas-viburys-1188635","Vibrant ski resort scene with chairlift, snowy mountains, and people enjoying winter sports.","family skiing"
30702789,"https://images.pexels.com/photos/30702789/pexels-photo-30702789.jpeg","https://images.pexels.com/photos/30702789/pexels-photo-30702789.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","https://images.pexels.com/photos/30702789/pexels-photo-30702789.jpeg?auto=compress&cs=tinysrgb&h=650&w=940","https://images.pexels.com/photos/30702789/pexels-photo-30702789.jpeg?auto=compress&cs=tinysrgb&h=350",8064,6048,"Deliang Yang","https://www.pexels.com/@deliang-yang-2149321477","Snow-covered trees and skiers on a scenic slope in West Vancouver, BC, on a clear winter day.","family skiing"
208888,"https://images.pexels.com/photos/208888/pexels-photo-208888.jpeg","https://images.pexels.com/photos/208888/pexels-photo-208888.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","https://images.pexels.com/photos/208888/pexels-photo-208888.jpeg?auto=compress&cs=tinysrgb&h=650&w=940","https://images.pexels.com/photos/208888/pexels-photo-208888.jpeg?auto=compress&cs=tinysrgb&h=350",5928,3765,"Pixabay","https://www.pexels.com/@pixabay","Charming winter figurines with antler hats holding ski poles, perfect for holiday decor.","kids skiing"
8627423,"https://images.pexels.com/photos/8627423/pexels-photo-8627423.jpeg","https://images.pexels.com/photos/8627423/pexels-photo-8627423.jpeg?auto=compress&cs=tinysrgb&dpr=2&h=650&w=940","https://images.pexels.com/photos/8627423/pexels-photo-8627423.jpeg?auto=compress&cs=tinysrgb&h=650&w=940","https://images.pexels.com/photos/8627423/pexels-photo-8627423.jpeg?auto=compress&cs=tinysrgb&h=350",6000,4000,"Irina Balashova","https://www.pexels.com/@irina-a-balashova","Kids in colorful outfits enjoying ski lessons on a snowy slope in Adlerskiy, Russia.","kids skiing"
